papeleta,modo,votos,precinto,unidad,colegio
LEGISLATIVA,EN BLANCO,2,51,7,3
LEGISLATIVA,NULAS,0,51,7,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,74,51,7,3
MUNICIPAL,EN BLANCO,0,51,7,3
MUNICIPAL,NULAS,0,51,7,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,74,51,7,3
PLEBISCITO,EN BLANCO,4,51,7,3
PLEBISCITO,NULAS,0,51,7,3
ESTATAL,EN BLANCO,0,51,7,4
ESTATAL,NULAS,0,51,7,4
ESTATAL,PAPELETAS POR CANDIDATURA,82,51,7,4
LEGISLATIVA,EN BLANCO,1,51,7,4
LEGISLATIVA,NULAS,0,51,7,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,100,51,7,4
MUNICIPAL,EN BLANCO,0,51,7,4
MUNICIPAL,NULAS,0,51,7,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,72,51,7,4
PLEBISCITO,EN BLANCO,2,51,7,4
PLEBISCITO,NULAS,0,51,7,4
ESTATAL,EN BLANCO,2,51,8,1
ESTATAL,NULAS,0,51,8,1
ESTATAL,PAPELETAS POR CANDIDATURA,52,51,8,1
LEGISLATIVA,EN BLANCO,2,51,8,1
LEGISLATIVA,NULAS,0,51,8,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,54,51,8,1
MUNICIPAL,EN BLANCO,2,51,8,1
MUNICIPAL,NULAS,0,51,8,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,71,51,8,1
PLEBISCITO,EN BLANCO,22,51,8,1
PLEBISCITO,NULAS,0,51,8,1
ESTATAL,EN BLANCO,1,51,8,2
ESTATAL,NULAS,0,51,8,2
ESTATAL,PAPELETAS POR CANDIDATURA,60,51,8,2
LEGISLATIVA,EN BLANCO,1,51,8,2
LEGISLATIVA,NULAS,2,51,8,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,53,51,8,2
MUNICIPAL,EN BLANCO,2,51,8,2
MUNICIPAL,NULAS,0,51,8,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,50,51,8,2
PLEBISCITO,EN BLANCO,20,51,8,2
PLEBISCITO,NULAS,0,51,8,2
ESTATAL,EN BLANCO,0,51,9,1
ESTATAL,NULAS,0,51,9,1
ESTATAL,PAPELETAS POR CANDIDATURA,47,51,9,1
LEGISLATIVA,EN BLANCO,4,51,9,1
LEGISLATIVA,NULAS,0,51,9,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,38,51,9,1
MUNICIPAL,EN BLANCO,5,51,9,1
MUNICIPAL,NULAS,0,51,9,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,62,51,9,1
PLEBISCITO,EN BLANCO,3,51,9,1
PLEBISCITO,NULAS,0,51,9,1
ESTATAL,EN BLANCO,0,51,10,1
ESTATAL,NULAS,1,51,10,1
ESTATAL,PAPELETAS POR CANDIDATURA,53,51,10,1
LEGISLATIVA,EN BLANCO,5,51,10,1
LEGISLATIVA,NULAS,0,51,10,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,51,51,10,1
MUNICIPAL,EN BLANCO,0,51,10,1
MUNICIPAL,NULAS,0,51,10,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,56,51,10,1
PLEBISCITO,EN BLANCO,11,51,10,1
PLEBISCITO,NULAS,0,51,10,1
ESTATAL,EN BLANCO,0,51,10,2
ESTATAL,NULAS,0,51,10,2
ESTATAL,PAPELETAS POR CANDIDATURA,65,51,10,2
LEGISLATIVA,EN BLANCO,2,51,10,2
LEGISLATIVA,NULAS,0,51,10,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,51,51,10,2
MUNICIPAL,EN BLANCO,1,51,10,2
MUNICIPAL,NULAS,0,51,10,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,67,51,10,2
PLEBISCITO,EN BLANCO,2,51,10,2
PLEBISCITO,NULAS,0,51,10,2
ESTATAL,EN BLANCO,0,51,11,1
ESTATAL,NULAS,0,51,11,1
ESTATAL,PAPELETAS POR CANDIDATURA,66,51,11,1
LEGISLATIVA,EN BLANCO,1,51,11,1
LEGISLATIVA,NULAS,0,51,11,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,67,51,11,1
MUNICIPAL,EN BLANCO,0,51,11,1
MUNICIPAL,NULAS,0,51,11,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,48,51,11,1
PLEBISCITO,EN BLANCO,9,51,11,1
PLEBISCITO,NULAS,0,51,11,1
ESTATAL,EN BLANCO,1,51,11,2
ESTATAL,NULAS,0,51,11,2
ESTATAL,PAPELETAS POR CANDIDATURA,68,51,11,2
LEGISLATIVA,EN BLANCO,3,51,11,2
LEGISLATIVA,NULAS,0,51,11,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,84,51,11,2
MUNICIPAL,EN BLANCO,4,51,11,2
MUNICIPAL,NULAS,0,51,11,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,55,51,11,2
PLEBISCITO,EN BLANCO,7,51,11,2
PLEBISCITO,NULAS,0,51,11,2
ESTATAL,EN BLANCO,0,51,11,3
ESTATAL,NULAS,0,51,11,3
ESTATAL,PAPELETAS POR CANDIDATURA,62,51,11,3
LEGISLATIVA,EN BLANCO,3,51,11,3
LEGISLATIVA,NULAS,0,51,11,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,66,51,11,3
MUNICIPAL,EN BLANCO,3,51,11,3
MUNICIPAL,NULAS,0,51,11,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,59,51,11,3
PLEBISCITO,EN BLANCO,6,51,11,3
PLEBISCITO,NULAS,0,51,11,3
ESTATAL,EN BLANCO,0,51,11,4
ESTATAL,NULAS,0,51,11,4
ESTATAL,PAPELETAS POR CANDIDATURA,51,51,11,4
LEGISLATIVA,EN BLANCO,0,51,11,4
LEGISLATIVA,NULAS,0,51,11,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,52,51,11,4
MUNICIPAL,EN BLANCO,0,51,11,4
MUNICIPAL,NULAS,0,51,11,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,57,51,11,4
PLEBISCITO,EN BLANCO,5,51,11,4
PLEBISCITO,NULAS,0,51,11,4
ESTATAL,EN BLANCO,0,51,11,5
ESTATAL,NULAS,0,51,11,5
ESTATAL,PAPELETAS POR CANDIDATURA,55,51,11,5
LEGISLATIVA,EN BLANCO,1,51,11,5
LEGISLATIVA,NULAS,0,51,11,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,57,51,11,5
MUNICIPAL,EN BLANCO,1,51,11,5
MUNICIPAL,NULAS,0,51,11,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,52,51,11,5
PLEBISCITO,EN BLANCO,1,51,11,5
PLEBISCITO,NULAS,0,51,11,5
ESTATAL,EN BLANCO,0,51,74,1
ESTATAL,NULAS,0,51,74,1
ESTATAL,PAPELETAS POR CANDIDATURA,4,51,74,1
LEGISLATIVA,EN BLANCO,0,51,74,1
LEGISLATIVA,NULAS,0,51,74,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,8,51,74,1
MUNICIPAL,EN BLANCO,0,51,74,1
MUNICIPAL,NULAS,0,51,74,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,6,51,74,1
PLEBISCITO,EN BLANCO,2,51,74,1
PLEBISCITO,NULAS,0,51,74,1
ESTATAL,EN BLANCO,0,51,74,2
ESTATAL,NULAS,0,51,74,2
ESTATAL,PAPELETAS POR CANDIDATURA,17,51,74,2
LEGISLATIVA,EN BLANCO,0,51,74,2
LEGISLATIVA,NULAS,0,51,74,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,14,51,74,2
MUNICIPAL,EN BLANCO,1,51,74,2
MUNICIPAL,NULAS,0,51,74,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,10,51,74,2
PLEBISCITO,EN BLANCO,1,51,74,2
PLEBISCITO,NULAS,0,51,74,2
ESTATAL,EN BLANCO,0,51,74,3
ESTATAL,NULAS,0,51,74,3
ESTATAL,PAPELETAS POR CANDIDATURA,8,51,74,3
LEGISLATIVA,EN BLANCO,2,51,74,3
LEGISLATIVA,NULAS,0,51,74,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,13,51,74,3
MUNICIPAL,EN BLANCO,0,51,74,3
MUNICIPAL,NULAS,0,51,74,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,9,51,74,3
PLEBISCITO,EN BLANCO,3,51,74,3
PLEBISCITO,NULAS,0,51,74,3
ESTATAL,EN BLANCO,0,51,75,1
ESTATAL,NULAS,0,51,75,1
ESTATAL,PAPELETAS POR CANDIDATURA,2,51,75,1
LEGISLATIVA,EN BLANCO,0,51,75,1
LEGISLATIVA,NULAS,0,51,75,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,5,51,75,1
MUNICIPAL,EN BLANCO,0,51,75,1
MUNICIPAL,NULAS,0,51,75,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,3,51,75,1
PLEBISCITO,EN BLANCO,0,51,75,1
PLEBISCITO,NULAS,0,51,75,1
ESTATAL,EN BLANCO,1,51,77,1
ESTATAL,NULAS,0,51,77,1
ESTATAL,PAPELETAS POR CANDIDATURA,37,51,77,1
LEGISLATIVA,EN BLANCO,0,51,77,1
LEGISLATIVA,NULAS,0,51,77,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,51,77,1
MUNICIPAL,EN BLANCO,1,51,77,1
MUNICIPAL,NULAS,0,51,77,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,5,51,77,1
PLEBISCITO,EN BLANCO,5,51,77,1
PLEBISCITO,NULAS,0,51,77,1
ESTATAL,EN BLANCO,0,51,77,2
ESTATAL,NULAS,0,51,77,2
ESTATAL,PAPELETAS POR CANDIDATURA,17,51,77,2
LEGISLATIVA,EN BLANCO,0,51,77,2
LEGISLATIVA,NULAS,0,51,77,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,51,77,2
MUNICIPAL,EN BLANCO,0,51,77,2
MUNICIPAL,NULAS,0,51,77,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,51,77,2
PLEBISCITO,EN BLANCO,2,51,77,2
PLEBISCITO,NULAS,0,51,77,2
ESTATAL,EN BLANCO,0,51,77,3
ESTATAL,NULAS,0,51,77,3
ESTATAL,PAPELETAS POR CANDIDATURA,0,51,77,3
LEGISLATIVA,EN BLANCO,0,51,77,3
LEGISLATIVA,NULAS,0,51,77,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,51,77,3
MUNICIPAL,EN BLANCO,0,51,77,3
MUNICIPAL,NULAS,0,51,77,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,51,77,3
PLEBISCITO,EN BLANCO,0,51,77,3
PLEBISCITO,NULAS,0,51,77,3
FEDERAL,EN BLANCO,0,51,77,4
FEDERAL,NULAS,0,51,77,4
FEDERAL,PAPELETAS POR CANDIDATURA,0,51,77,4
ESTATAL,EN BLANCO,0,51,77,5
ESTATAL,NULAS,0,51,77,5
ESTATAL,PAPELETAS POR CANDIDATURA,0,51,77,5
LEGISLATIVA,EN BLANCO,0,51,77,5
LEGISLATIVA,NULAS,0,51,77,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,51,77,5
MUNICIPAL,EN BLANCO,0,51,77,5
MUNICIPAL,NULAS,0,51,77,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,51,77,5
PLEBISCITO,EN BLANCO,0,51,77,5
PLEBISCITO,NULAS,0,51,77,5
ESTATAL,EN BLANCO,1,51,78,1
ESTATAL,NULAS,1,51,78,1
ESTATAL,PAPELETAS POR CANDIDATURA,12,51,78,1
LEGISLATIVA,EN BLANCO,1,51,78,1
LEGISLATIVA,NULAS,0,51,78,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,11,51,78,1
MUNICIPAL,EN BLANCO,0,51,78,1
MUNICIPAL,NULAS,3,51,78,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,5,51,78,1
PLEBISCITO,EN BLANCO,0,51,78,1
PLEBISCITO,NULAS,0,51,78,1
ESTATAL,EN BLANCO,0,51,78,2
ESTATAL,NULAS,0,51,78,2
ESTATAL,PAPELETAS POR CANDIDATURA,0,51,78,2
LEGISLATIVA,EN BLANCO,0,51,78,2
LEGISLATIVA,NULAS,0,51,78,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,51,78,2
MUNICIPAL,EN BLANCO,0,51,78,2
MUNICIPAL,NULAS,0,51,78,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,51,78,2
PLEBISCITO,EN BLANCO,0,51,78,2
PLEBISCITO,NULAS,0,51,78,2
ESTATAL,EN BLANCO,0,51,78,3
ESTATAL,NULAS,0,51,78,3
ESTATAL,PAPELETAS POR CANDIDATURA,0,51,78,3
LEGISLATIVA,EN BLANCO,0,51,78,3
LEGISLATIVA,NULAS,0,51,78,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,51,78,3
MUNICIPAL,EN BLANCO,0,51,78,3
MUNICIPAL,NULAS,0,51,78,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,51,78,3
PLEBISCITO,EN BLANCO,0,51,78,3
PLEBISCITO,NULAS,0,51,78,3
ESTATAL,EN BLANCO,0,51,79,1
ESTATAL,NULAS,0,51,79,1
ESTATAL,PAPELETAS POR CANDIDATURA,0,51,79,1
LEGISLATIVA,EN BLANCO,0,51,79,1
LEGISLATIVA,NULAS,0,51,79,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,51,79,1
MUNICIPAL,EN BLANCO,0,51,79,1
MUNICIPAL,NULAS,0,51,79,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,51,79,1
PLEBISCITO,EN BLANCO,0,51,79,1
PLEBISCITO,NULAS,0,51,79,1
ESTATAL,EN BLANCO,0,52,1,1
ESTATAL,NULAS,0,52,1,1
ESTATAL,PAPELETAS POR CANDIDATURA,28,52,1,1
LEGISLATIVA,EN BLANCO,0,52,1,1
LEGISLATIVA,NULAS,0,52,1,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,28,52,1,1
MUNICIPAL,EN BLANCO,0,52,1,1
MUNICIPAL,NULAS,0,52,1,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,21,52,1,1
PLEBISCITO,EN BLANCO,3,52,1,1
PLEBISCITO,NULAS,0,52,1,1
ESTATAL,EN BLANCO,0,52,2,1
ESTATAL,NULAS,0,52,2,1
ESTATAL,PAPELETAS POR CANDIDATURA,51,52,2,1
LEGISLATIVA,EN BLANCO,3,52,2,1
LEGISLATIVA,NULAS,0,52,2,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,55,52,2,1
MUNICIPAL,EN BLANCO,2,52,2,1
MUNICIPAL,NULAS,0,52,2,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,48,52,2,1
PLEBISCITO,EN BLANCO,6,52,2,1
PLEBISCITO,NULAS,0,52,2,1
ESTATAL,EN BLANCO,1,52,3,1
ESTATAL,NULAS,0,52,3,1
ESTATAL,PAPELETAS POR CANDIDATURA,78,52,3,1
LEGISLATIVA,EN BLANCO,1,52,3,1
LEGISLATIVA,NULAS,0,52,3,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,91,52,3,1
MUNICIPAL,EN BLANCO,1,52,3,1
MUNICIPAL,NULAS,0,52,3,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,74,52,3,1
PLEBISCITO,EN BLANCO,3,52,3,1
PLEBISCITO,NULAS,0,52,3,1
ESTATAL,EN BLANCO,0,52,3,2
ESTATAL,NULAS,0,52,3,2
ESTATAL,PAPELETAS POR CANDIDATURA,66,52,3,2
LEGISLATIVA,EN BLANCO,2,52,3,2
LEGISLATIVA,NULAS,0,52,3,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,89,52,3,2
MUNICIPAL,EN BLANCO,0,52,3,2
MUNICIPAL,NULAS,0,52,3,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,69,52,3,2
PLEBISCITO,EN BLANCO,4,52,3,2
PLEBISCITO,NULAS,0,52,3,2
ESTATAL,EN BLANCO,1,52,3,3
ESTATAL,NULAS,0,52,3,3
ESTATAL,PAPELETAS POR CANDIDATURA,66,52,3,3
LEGISLATIVA,EN BLANCO,2,52,3,3
LEGISLATIVA,NULAS,0,52,3,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,85,52,3,3
MUNICIPAL,EN BLANCO,3,52,3,3
MUNICIPAL,NULAS,0,52,3,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,61,52,3,3
PLEBISCITO,EN BLANCO,9,52,3,3
PLEBISCITO,NULAS,0,52,3,3
ESTATAL,EN BLANCO,1,52,4,1
ESTATAL,NULAS,0,52,4,1
ESTATAL,PAPELETAS POR CANDIDATURA,26,52,4,1
LEGISLATIVA,EN BLANCO,3,52,4,1
LEGISLATIVA,NULAS,0,52,4,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,34,52,4,1
MUNICIPAL,EN BLANCO,1,52,4,1
MUNICIPAL,NULAS,0,52,4,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,28,52,4,1
PLEBISCITO,EN BLANCO,4,52,4,1
PLEBISCITO,NULAS,0,52,4,1
ESTATAL,EN BLANCO,0,52,4,2
ESTATAL,NULAS,0,52,4,2
ESTATAL,PAPELETAS POR CANDIDATURA,21,52,4,2
LEGISLATIVA,EN BLANCO,1,52,4,2
LEGISLATIVA,NULAS,0,52,4,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,30,52,4,2
MUNICIPAL,EN BLANCO,0,52,4,2
MUNICIPAL,NULAS,0,52,4,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,23,52,4,2
PLEBISCITO,EN BLANCO,0,52,4,2
PLEBISCITO,NULAS,0,52,4,2
ESTATAL,EN BLANCO,1,52,5,1
ESTATAL,NULAS,2,52,5,1
ESTATAL,PAPELETAS POR CANDIDATURA,43,52,5,1
LEGISLATIVA,EN BLANCO,1,52,5,1
LEGISLATIVA,NULAS,1,52,5,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,43,52,5,1
MUNICIPAL,EN BLANCO,1,52,5,1
MUNICIPAL,NULAS,0,52,5,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,40,52,5,1
PLEBISCITO,EN BLANCO,11,52,5,1
PLEBISCITO,NULAS,0,52,5,1
ESTATAL,EN BLANCO,1,52,5,2
ESTATAL,NULAS,0,52,5,2
ESTATAL,PAPELETAS POR CANDIDATURA,27,52,5,2
LEGISLATIVA,EN BLANCO,2,52,5,2
LEGISLATIVA,NULAS,0,52,5,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,29,52,5,2
MUNICIPAL,EN BLANCO,1,52,5,2
MUNICIPAL,NULAS,0,52,5,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,26,52,5,2
PLEBISCITO,EN BLANCO,8,52,5,2
PLEBISCITO,NULAS,0,52,5,2
ESTATAL,EN BLANCO,0,52,6,1
ESTATAL,NULAS,0,52,6,1
ESTATAL,PAPELETAS POR CANDIDATURA,52,52,6,1
LEGISLATIVA,EN BLANCO,0,52,6,1
LEGISLATIVA,NULAS,0,52,6,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,52,52,6,1
MUNICIPAL,EN BLANCO,3,52,6,1
MUNICIPAL,NULAS,0,52,6,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,56,52,6,1
PLEBISCITO,EN BLANCO,12,52,6,1
PLEBISCITO,NULAS,0,52,6,1
ESTATAL,EN BLANCO,0,52,6,2
ESTATAL,NULAS,0,52,6,2
ESTATAL,PAPELETAS POR CANDIDATURA,43,52,6,2
LEGISLATIVA,EN BLANCO,2,52,6,2
LEGISLATIVA,NULAS,0,52,6,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,44,52,6,2
MUNICIPAL,EN BLANCO,0,52,6,2
MUNICIPAL,NULAS,0,52,6,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,37,52,6,2
PLEBISCITO,EN BLANCO,3,52,6,2
PLEBISCITO,NULAS,0,52,6,2
ESTATAL,EN BLANCO,1,52,7,1
ESTATAL,NULAS,0,52,7,1
ESTATAL,PAPELETAS POR CANDIDATURA,47,52,7,1
LEGISLATIVA,EN BLANCO,1,52,7,1
LEGISLATIVA,NULAS,0,52,7,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,48,52,7,1
MUNICIPAL,EN BLANCO,2,52,7,1
MUNICIPAL,NULAS,0,52,7,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,53,52,7,1
PLEBISCITO,EN BLANCO,5,52,7,1
PLEBISCITO,NULAS,0,52,7,1
ESTATAL,EN BLANCO,1,52,7,2
ESTATAL,NULAS,0,52,7,2
ESTATAL,PAPELETAS POR CANDIDATURA,51,52,7,2
LEGISLATIVA,EN BLANCO,3,52,7,2
LEGISLATIVA,NULAS,0,52,7,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,57,52,7,2
MUNICIPAL,EN BLANCO,1,52,7,2
MUNICIPAL,NULAS,0,52,7,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,49,52,7,2
PLEBISCITO,EN BLANCO,21,52,7,2
PLEBISCITO,NULAS,0,52,7,2
ESTATAL,EN BLANCO,0,52,7,3
ESTATAL,NULAS,0,52,7,3
ESTATAL,PAPELETAS POR CANDIDATURA,60,52,7,3
LEGISLATIVA,EN BLANCO,1,52,7,3
LEGISLATIVA,NULAS,0,52,7,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,62,52,7,3
MUNICIPAL,EN BLANCO,1,52,7,3
MUNICIPAL,NULAS,0,52,7,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,56,52,7,3
PLEBISCITO,EN BLANCO,8,52,7,3
PLEBISCITO,NULAS,0,52,7,3
ESTATAL,EN BLANCO,0,52,7,4
ESTATAL,NULAS,0,52,7,4
ESTATAL,PAPELETAS POR CANDIDATURA,49,52,7,4
LEGISLATIVA,EN BLANCO,0,52,7,4
LEGISLATIVA,NULAS,0,52,7,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,54,52,7,4
MUNICIPAL,EN BLANCO,3,52,7,4
MUNICIPAL,NULAS,0,52,7,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,48,52,7,4
PLEBISCITO,EN BLANCO,8,52,7,4
PLEBISCITO,NULAS,0,52,7,4
ESTATAL,EN BLANCO,0,52,7,5
ESTATAL,NULAS,0,52,7,5
ESTATAL,PAPELETAS POR CANDIDATURA,41,52,7,5
LEGISLATIVA,EN BLANCO,2,52,7,5
LEGISLATIVA,NULAS,0,52,7,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,49,52,7,5
MUNICIPAL,EN BLANCO,3,52,7,5
MUNICIPAL,NULAS,1,52,7,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,34,52,7,5
PLEBISCITO,EN BLANCO,2,52,7,5
PLEBISCITO,NULAS,0,52,7,5
ESTATAL,EN BLANCO,0,52,7,6
ESTATAL,NULAS,0,52,7,6
ESTATAL,PAPELETAS POR CANDIDATURA,54,52,7,6
LEGISLATIVA,EN BLANCO,0,52,7,6
LEGISLATIVA,NULAS,0,52,7,6
LEGISLATIVA,PAPELETAS POR CANDIDATURA,73,52,7,6
MUNICIPAL,EN BLANCO,0,52,7,6
MUNICIPAL,NULAS,0,52,7,6
MUNICIPAL,PAPELETAS POR CANDIDATURA,59,52,7,6
PLEBISCITO,EN BLANCO,8,52,7,6
PLEBISCITO,NULAS,0,52,7,6
ESTATAL,EN BLANCO,0,52,8,1
ESTATAL,NULAS,0,52,8,1
ESTATAL,PAPELETAS POR CANDIDATURA,55,52,8,1
LEGISLATIVA,EN BLANCO,3,52,8,1
LEGISLATIVA,NULAS,0,52,8,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,59,52,8,1
MUNICIPAL,EN BLANCO,1,52,8,1
MUNICIPAL,NULAS,0,52,8,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,47,52,8,1
PLEBISCITO,EN BLANCO,3,52,8,1
PLEBISCITO,NULAS,0,52,8,1
ESTATAL,EN BLANCO,0,52,8,2
ESTATAL,NULAS,0,52,8,2
ESTATAL,PAPELETAS POR CANDIDATURA,48,52,8,2
LEGISLATIVA,EN BLANCO,1,52,8,2
LEGISLATIVA,NULAS,0,52,8,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,45,52,8,2
MUNICIPAL,EN BLANCO,1,52,8,2
MUNICIPAL,NULAS,0,52,8,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,45,52,8,2
PLEBISCITO,EN BLANCO,1,52,8,2
PLEBISCITO,NULAS,0,52,8,2
ESTATAL,EN BLANCO,1,52,9,1
ESTATAL,NULAS,0,52,9,1
ESTATAL,PAPELETAS POR CANDIDATURA,64,52,9,1
LEGISLATIVA,EN BLANCO,1,52,9,1
LEGISLATIVA,NULAS,0,52,9,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,72,52,9,1
MUNICIPAL,EN BLANCO,0,52,9,1
MUNICIPAL,NULAS,0,52,9,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,59,52,9,1
PLEBISCITO,EN BLANCO,3,52,9,1
PLEBISCITO,NULAS,0,52,9,1
ESTATAL,EN BLANCO,1,52,9,2
ESTATAL,NULAS,0,52,9,2
ESTATAL,PAPELETAS POR CANDIDATURA,75,52,9,2
LEGISLATIVA,EN BLANCO,1,52,9,2
LEGISLATIVA,NULAS,0,52,9,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,80,52,9,2
MUNICIPAL,EN BLANCO,0,52,9,2
MUNICIPAL,NULAS,0,52,9,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,61,52,9,2
PLEBISCITO,EN BLANCO,6,52,9,2
PLEBISCITO,NULAS,0,52,9,2
ESTATAL,EN BLANCO,0,52,9,3
ESTATAL,NULAS,0,52,9,3
ESTATAL,PAPELETAS POR CANDIDATURA,48,52,9,3
LEGISLATIVA,EN BLANCO,0,52,9,3
LEGISLATIVA,NULAS,0,52,9,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,64,52,9,3
MUNICIPAL,EN BLANCO,1,52,9,3
MUNICIPAL,NULAS,0,52,9,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,45,52,9,3
PLEBISCITO,EN BLANCO,2,52,9,3
PLEBISCITO,NULAS,0,52,9,3
ESTATAL,EN BLANCO,0,52,9,4
ESTATAL,NULAS,0,52,9,4
ESTATAL,PAPELETAS POR CANDIDATURA,51,52,9,4
LEGISLATIVA,EN BLANCO,0,52,9,4
LEGISLATIVA,NULAS,0,52,9,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,69,52,9,4
MUNICIPAL,EN BLANCO,0,52,9,4
MUNICIPAL,NULAS,0,52,9,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,69,52,9,4
PLEBISCITO,EN BLANCO,6,52,9,4
PLEBISCITO,NULAS,0,52,9,4
ESTATAL,EN BLANCO,0,52,10,1
ESTATAL,NULAS,0,52,10,1
ESTATAL,PAPELETAS POR CANDIDATURA,63,52,10,1
LEGISLATIVA,EN BLANCO,0,52,10,1
LEGISLATIVA,NULAS,0,52,10,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,74,52,10,1
MUNICIPAL,EN BLANCO,1,52,10,1
MUNICIPAL,NULAS,0,52,10,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,51,52,10,1
PLEBISCITO,EN BLANCO,12,52,10,1
PLEBISCITO,NULAS,0,52,10,1
ESTATAL,EN BLANCO,0,52,10,2
ESTATAL,NULAS,0,52,10,2
